Israeli Cyber Ecosystem — Deal Database | Lama Partners | Jun 2026 | 331 companies | 485 deal rows | Sources: PitchBook + Startup Nation Finder + Web Scraping,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMPANY INFO — repeats on every deal row,,,,,,,,,,,,,,,,,,DEAL INFO — changes per row,,,,,META,
Company Name,Website,PitchBook URL,Founding Year,Employees,Description (1 line),HQ City / Region,HQ Country,Sector Tag,Founders,Military Unit,Last Role Before Founding,Founder LinkedIn (to fill),Angels Involved,Customers (public),Total Raised ($M),Post-Money Valuation ($M),Acquired?,Acquirer,Exit Size ($M),Round Type,Round Date,Round Size ($M),Lead Investor,Co-Investors,Round Valuation ($M),Source,Notes
At-Bay,at-bay.com,,2016,201-500,Cyber Insurance and Risk Management Solutions,Tel Aviv,Israel,GRC & Compliance,"Rotem Iram, Ran Harpaz",8200,Rotem Iram: IDF Unit 8200 cybersecurity then insurtech; Ran Harpaz: enterprise insurance and risk,Rotem Iram: https://www.linkedin.com/in/rotemiram/ | Ran Harpaz: NOT FOUND,,SMB and mid-market enterprises — cyber insurance bundled with security,294,,No,,,Series D,,294.0,,,,Startup Nation Finder,Cyber insurance + active security. $294M raised. Series D. $4B+ gross written premium run rate.
Atero AI,www.atero.ai,https://my.pitchbook.com/profile/675211-24/company/profile,2024,25,AI-powered threat intelligence and security analytics platform,"Tel Aviv, Israel",Israel,AI Security,,Unknown,,,,,,,No,,,Seed,Oct 2024,,Primary Venture Partners,"91 Ventures, Alumni Ventures, Assaf Rappaport, Encoded Ventures, Irregular Expressions, lool ventures, MVP Ventures, Nkechi Iregbulem",,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Network Management Software | Systems and Information Management
Atmosec,www.atmosec.com,https://my.pitchbook.com/profile/484831-45/company/profile,2021,17,SaaS security posture management — discovers and secures third-party SaaS integrations,"Carlebach Street 12, Tel Aviv 6777508, Israel",Israel,Cloud Security,,Unknown,,,,,6.00,,No,,,Accelerator,May 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Attestable,attestable.io,,2025,1-10,Stealth Mode Company,Tel Aviv,Israel,Security Operations,,Unknown,,,,,18.5,,No,,,Seed,,18.5,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Auditty,www.auditty.ai,https://my.pitchbook.com/profile/607661-29/company/profile,2023,,AI-powered audit and compliance automation platform,"Hadar Street 40, Herzliya 4630312, Israel",Israel,GRC & Compliance,Gil Mazuz,Unknown,Gil Mazuz: Restricted,Gil Mazuz: https://www.linkedin.com/in/gilmazuz/,,,,,No,,,Accelerator,Apr 2024,,,,,PitchBook (cyber_deals export),Primary Industry: Database Software
Avalor,uvm.zscaler.com,https://my.pitchbook.com/profile/517024-45/company/profile,2021,82,Security data fabric — aggregates and contextualizes security findings for risk-based prioritization,"Shoham Street 2, Tel Aviv District, Ramat Gan 5252181, Israel",Israel,Security Operations,,Unknown,,,,,30.00,,No,,,Early Stage VC,Apr 2023,25.00,TCV,"Artisanal Ventures, LTS Growth, Salesforce Ventures",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Axonius,axonius.com,,2017,,Cyber asset attack surface management (CAASM) — aggregates and normalizes all asset data across sources,New York / Tel Aviv,Israel,Cloud Security,"Dean Sysman, Ofri Shur, Avidor Bartov",8200,Israeli military intelligence,Dean Sysman: https://www.linkedin.com/in/deansysman/,,"Enterprise, healthcare, financial services",695,2600,No,,,,,,,,,PitchBook,YL Ventures flagship. $2.6B valuation. $695M+ total raised. Dominant in CAASM.
Baby Eye,www.babyeye.co.il,https://my.pitchbook.com/profile/956839-87/company/profile,2024,,IoT and connected device security monitoring platform,,Israel,OT / ICS / IoT,,Unknown,,,,,,,No,,,Accelerator,Jan 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Business/Productivity Software. Application Software
BackBox,backbox.com,,2009,51-200,Network Automation Security and Management,Tel Aviv,Israel,Network Security,,Unknown,,,,,32.0,,No,,,Series A,,32.0,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
Backline,backline.ai,,2024,11-50,AI-Powered Security Automation For Code Remediation,Tel Aviv,Israel,Application Security,,Unknown,,,,,9.2,,No,,,Seed,,9.2,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Backslash Security,www.backslash.security,https://my.pitchbook.com/profile/522066-88/company/profile,2022,35,Application security and software supply chain risk management for development teams,"28 HaArba'a Street, Tel Aviv, Israel",Israel,Supply Chain Security,Shahar Man,Unknown,Shahar Man: Restricted,Shahar Man: https://www.linkedin.com/in/shaharman/,,,27.0,,No,,,Seed,Oct 2024,7.63,"First Rays Venture Partners, StageOne Ventures","Amir Jerbi, ArtofIn, Brian Fielder, Dror Davidoff, Nadir Izrael, Ran Nahmias, Rani Osnat, Ronen Zoran",23.11,PitchBook (cyber_deals export),Primary Industry: Software Development Applications. Business/Productivity Software
Backslash Security,www.backslash.security,https://my.pitchbook.com/profile/522066-88/company/profile,2022,35,Application security and software supply chain risk management for development teams,"28 HaArba'a Street, Tel Aviv, Israel",Israel,Supply Chain Security,Shahar Man,Unknown,Shahar Man: Restricted,Shahar Man: https://www.linkedin.com/in/shaharman/,,,27.0,,No,,,Early Stage VC,Feb 2026,19.00,Kompas VC,"ArtofIn, First Rays Venture Partners, Maniv Mobility, StageOne Ventures",,PitchBook (cyber_deals export),Primary Industry: Software Development Applications. Business/Productivity Software
Badger Defense,badgerdefense.io,,2025,1-10,Agentic OSINT Platform for Real-time Situational Awareness,Tel Aviv,Israel,Threat Intelligence,,Unknown,,,,,,,No,,,Seed,,,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
BigID,bigid.com,,2016,500+,Cloud Native Data and AI Security Platform,Tel Aviv,Israel,AI Security,"Dimitri Sirota, Nimrod Vax",,Dimitri Sirota: co-founded Layer 7 Technologies (sold to CA for $200M); Nimrod Vax: Head Identity Product Line at CA Technologies,Dimitri Sirota: https://www.linkedin.com/in/dimitrisirota/ | Nimrod Vax: https://www.linkedin.com/in/nimrodv/,,"Microsoft, SAP, AWS — 600+ enterprise customers globally",308,1000,No,,,Series E,,306.1,,,,Startup Nation Finder,Founded NY/Tel Aviv. $1B valuation Series E Mar 2024 (Riverwood Capital). $1.25B peak. 600 employees globally.
BioCatch,biocatch.com,,2010,201-500,Al-driven Behavioral Biometrics for Cybersecurity,Tel Aviv,Israel,OT / ICS / IoT,"Avi Turgeman, Benny Rosenbaum",8200,Avi Turgeman: IDF intelligence unit cybersecurity; Benny Rosenbaum: behavioral analytics research,Avi Turgeman: https://www.linkedin.com/in/avi-turgeman-96477414/ | Benny Rosenbaum: NOT FOUND,,"Global banks, financial institutions — HSBC, NatWest, Barclays",214.62,,Yes,BioCatch acquired by private equity — Francisco Partners 2022,,,,214.62,,,,Startup Nation Finder,Behavioral biometrics for cybersecurity. $214.62M raised. Acquired by Francisco Partners 2022 at ~$1.3B.
Bionic,bionic.ai,,2019,,Application security posture management (ASPM) — code-to-runtime application security visibility,Tel Aviv,Israel,Application Security,"Idan Ninyo, Eyal Mamo",8200,Idan Ninyo: Restricted,Idan Ninyo: https://www.linkedin.com/in/idanninyo/,,Enterprise DevOps,82,,Yes,CrowdStrike,Undisclosed,,,,,,,PitchBook,Acquired by CrowdStrike 2023.
Blackwall,blackwall.ai,,2018,51-200,Security Infrastructure Solution,Tel Aviv,Israel,Security Operations,"Mikael Kruse Madsen, Patrick Bousfield",None (Danish founders),Cybersecurity and network security industry veterans,,,"Hosting companies, MSPs, online businesses globally",60.42,,No,,,Series B,,60.42,,,,Startup Nation Finder,DDoS and bot protection infrastructure. $60.42M raised. Series B. Copenhagen + Tel Aviv.
Blast Security,www.blast.security,https://my.pitchbook.com/profile/791786-71/company/profile,2024,21,Cloud-native application and infrastructure security platform,"Tel Aviv, Israel",Israel,Cloud Security,,Unknown,,,,,10.00,,No,,,Seed,Nov 2025,10.00,"10D, MizMaa Ventures, Bullet Ventures","Outliers Venture Capital, Shorooq Partners, Tenplus Ventures",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
BlinkOps,blinkops.com,,2021,51-200,Agentic Security Automation Platform,Tel Aviv,Israel,Security Operations,"Gil Barak, Avraham Shulman",8200,Gil Barak: SVP Engineering at Deep Instinct,,,"Enterprise SOC teams, security automation teams",76,,No,,,Series B,,76.0,,,,Startup Nation Finder,Agentic security automation. $76M raised. Series B Mayfield Fund.
Blockaid,www.blockaid.io,https://my.pitchbook.com/profile/532532-89/company/profile,2022,137,Israeli cybersecurity company — Network Management Software,"Arlozorov Street 111, Tel Aviv, Israel",Israel,Security Operations,Ido Ben-Natan,Unknown,,,,,89.08,,No,,,Early Stage VC,Oct 2023,33.00,Ribbit Capital,"Async Capital, CyberStarts, Greylock, Jibe Ventures, Sequoia Capital, Variant",79.32,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Blockaid,www.blockaid.io,https://my.pitchbook.com/profile/532532-89/company/profile,2022,137,Israeli cybersecurity company — Network Management Software,"Arlozorov Street 111, Tel Aviv, Israel",Israel,Security Operations,Ido Ben-Natan,Unknown,,,,,89.08,,No,,,Early Stage VC,Feb 2025,50.00,Ribbit Capital,"CyberStarts, GV, QuantumLight Capital, Reverie, Variant, Vintage",315.35,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Bold Security,www.bold.security,https://my.pitchbook.com/profile/756838-18/company/profile,2024,24,Autonomous cybersecurity operations platform for enterprise security,"Tel Aviv, Israel",Israel,Security Operations,"Nati Hazut, Hadar Krasner, Omri Mallis",Unknown,Nati Hazut: founded SAM Seamless Network + Polyrize (acq. Varonis); Hadar Krasner: CPO at Polyrize,,,"Fortune 500, Shutterfly, Tekion — 90% alert volume reduction",40,,No,,,Seed,Apr 2024,12.00,,,33.00,PitchBook (cyber_deals export),AI-native endpoint security. $40M total ($12M seed Cerca + $28M Series A Bessemer Mar 2026). Edge AI on endpoints.
Bold Security,www.bold.security,https://my.pitchbook.com/profile/756838-18/company/profile,2024,24,Autonomous cybersecurity operations platform for enterprise security,"Tel Aviv, Israel",Israel,Security Operations,"Nati Hazut, Hadar Krasner, Omri Mallis",Unknown,Nati Hazut: founded SAM Seamless Network + Polyrize (acq. Varonis); Hadar Krasner: CPO at Polyrize,,,"Fortune 500, Shutterfly, Tekion — 90% alert volume reduction",40,,No,,,Early Stage VC,Mar 2026,28.00,"Bessemer Venture Partners, Picture Capital","Assaf Rappaport, Cerca Partners, Red Dot Capital Partners, Roy Reznik",103.00,PitchBook (cyber_deals export),AI-native endpoint security. $40M total ($12M seed Cerca + $28M Series A Bessemer Mar 2026). Edge AI on endpoints.
Breeze Security,www.breeze-security.com,https://my.pitchbook.com/profile/756685-63/company/profile,2023,20,Application security and DevSecOps automation platform,"28 HaArbaa Street, North tower, 23rd floor, Tel Aviv, Israel",Israel,Application Security,,Unknown,,,,,7.09,,No,,,Seed,Nov 2023,7.09,,,16.87,PitchBook (cyber_deals export),Primary Industry: Other Software
Breeze Security,www.breeze-security.com,https://my.pitchbook.com/profile/756685-63/company/profile,2023,20,Application security and DevSecOps automation platform,"28 HaArbaa Street, North tower, 23rd floor, Tel Aviv, Israel",Israel,Application Security,,Unknown,,,,,7.09,,No,,,Early Stage VC,Apr 2025,,,,,PitchBook (cyber_deals export),Primary Industry: Other Software
Bright Security,brightsec.com,,2018,51-200,Developer-centric Application and API Security Testing,Tel Aviv,Israel,Application Security,,Unknown,,,,,25.7,,No,,,Series A,,25.7,,,,Startup Nation Finder,Stage: A. Business Model: B2B.
C2A Security,c2a-sec.com,,,,Developer of an end-to-end vehicle automotive cybersecurity platform designed to protect a vehicle's internal systems...,Jerusalem,Israel,OT / ICS / IoT,,Unknown,,,,,18.7,,No,,,Later Stage VC,Jun 2023,,,,,PitchBook (cyber_deals export),Primary Industry: Information Technology
CHEQ,cheq.ai,,2016,201-500,Cybersecurity Solutions for Go-to-market Organizations,Tel Aviv,Israel,Security Operations,"Guy Tytunovich, Asaf Botovsky",8200,IDF Unit 8200 cybersecurity and intelligence veterans,,,"5,000+ companies — go-to-market security for ad fraud, bot traffic",171,,No,,,Series C,,171.0,,,,Startup Nation Finder,"Go-to-market security — blocks fake users, bots, and ad fraud. $171M raised. Series C JVP."
CTERA,ctera.com,,,,Developer of a cloud storage platform designed to help IT organizations deliver secure file services. The company's p...,Petah Tikvah,Israel,Data Security,"Zohar Kotzer, Liran Eshel",,Enterprise storage and cloud software veterans,,,"Government, defense, regulated enterprises, distributed workforce",80,,No,,,Later Stage VC,Jul 2024,80.00,PSG,Titan Capital Partners,,PitchBook (cyber_deals export),$80M Series D PSG Equity Jul 2023. Global file services with data sovereignty focus.
CYE,cyesec.com,,2012,51-200,Cyber-security Optimization Solutions,Tel Aviv,Israel,Security Operations,Reuven Aronashvili,8200,IDF Unit 8200 — head of offensive cyber operations team,,,"Fortune 500, large enterprises, financial services",120,,No,,,Growth,,120.0,,,,Startup Nation Finder,Cyber risk optimization — holistic security optimization platform. $120M raised. Series B JMC Capital Partners.
CYREBRO,cyrebro.io,,2013,51-200,ML-based Managed Detection and Response,Tel Aviv,Israel,Security Operations,"Nadav Arbel, Itai Tevet",8200,IDF Unit 8200 cybersecurity veterans,,,SMB and mid-market enterprises globally,61,,No,,,Series C,,61.0,,,,Startup Nation Finder,ML-based MDR platform. $61M raised. Series C JVP.
CardinalOps,www.cardinalops.com,https://my.pitchbook.com/profile/437596-12/company/profile,2020,43,SIEM optimization and detection coverage automation — maximizes SIEM ROI,"Yigal Alon Street 114, Tel Aviv 6910713, Israel",Israel,Security Operations,Michael Mumcuoglu,Unknown,,,,,24.0,,No,,,Early Stage VC,May 2024,,IN Venture,"Repsol, XT Venture Capital",,PitchBook (cyber_deals export),Primary Industry: Network Management Software
Cato Networks,catonetworks.com,,2015,,Cloud-native SASE platform — converges SD-WAN networking and security as a cloud-native service,Tel Aviv,Israel,Network Security,"Shlomo Kramer, Gur Shatz",8200,Shlomo Kramer: CEO at Imperva | Gur Shatz: Restricted,Shlomo Kramer: https://www.linkedin.com/in/shlomokramer/ | Gur Shatz: https://www.linkedin.com/in/gur-shatz-36313a/,,3000+ enterprise customers globally,1060.0,5000,No,,,Later Stage VC,Sep 2023,238.00,Lightspeed Venture Partners Israel,"Adams Street Partners, Singtel Innov8, Sixty Degree Capital, SoftBank Investment Advisers, Spur Capital Partners","3,000.00",PitchBook (cyber_deals export),Co-founded by Shlomo Kramer (Check Point co-founder). $773M+ total raised. SASE category leader.
Cato Networks,catonetworks.com,,2015,,Cloud-native SASE platform — converges SD-WAN networking and security as a cloud-native service,Tel Aviv,Israel,Network Security,"Shlomo Kramer, Gur Shatz",8200,Shlomo Kramer: CEO at Imperva | Gur Shatz: Restricted,Shlomo Kramer: https://www.linkedin.com/in/shlomokramer/ | Gur Shatz: https://www.linkedin.com/in/gur-shatz-36313a/,,3000+ enterprise customers globally,1060.0,5000,No,,,Later Stage VC,Sep 2025,409.00,Vitruvian Partners,"Acrew Capital, Adams Street Partners, Bow River Capital, Bridgespan VC, Epic Venture Partners, ION Asset Management, Lightspeed Venture Partners Israel, Robyn Capital","4,800.00",PitchBook (cyber_deals export),Co-founded by Shlomo Kramer (Check Point co-founder). $773M+ total raised. SASE category leader.
Cervello,cervello.io,,2018,11-50,Railway Cybersecurity Solution,Tel Aviv,Israel,OT / ICS / IoT,,Unknown,,,,,19.5,,No,,,Later Stage VC,Apr 2026,,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Cervello,cervello.io,,2018,11-50,Railway Cybersecurity Solution,Tel Aviv,Israel,OT / ICS / IoT,,Unknown,,,,,19.5,,No,,,Seed,,19.5,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Chaos Labs,chaoslabs.xyz,,2021,11-50,Automated Economic Security for Crypto Protocols,Tel Aviv,Israel,OT / ICS / IoT,Omer Goldberg,Unknown,Blockchain and DeFi protocol security research,,,"Aave, Uniswap, Chainlink, Sky (MakerDAO), Arbitrum — top DeFi protocols",75,,No,,,Series A,,75.0,,,,Startup Nation Finder,Automated economic security and risk management for DeFi. $75M raised. Series A. Tel Aviv + New York.
Charm Security,charmsecurity.com,,2025,11-50,AI-Powered Customer Security Platform,Tel Aviv,Israel,Security Operations,,Unknown,,,,,8.0,,No,,,Seed,,8.0,,,,Startup Nation Finder,Stage: Seed. Business Model: B2B.
Check Point Software Technologies,checkpoint.com,,1993,500+,Cybersecurity Solutions for Governments and Enterprises,Tel Aviv,Israel,Security Operations,"Gil Shwed, Marius Nacht, Shlomo Kramer",8200 (Gil Shwed — conceived firewall technology in Unit 8200; Shlomo Kramer — 8200; Marius Nacht — Talpiot program + Israeli Air Force),Gil Shwed: Unit 8200 (network security); Shlomo Kramer: Unit 8200; Marius Nacht: Optrotech,Shlomo Kramer: https://www.linkedin.com/in/shlomokramer/,,"100,000+ organizations globally — governments, enterprises, Fortune 500",1750.0,,No,,,IPO/Public,,1750.0,,,,Startup Nation Finder,NASDAQ: CHKP. Founded 1993. $2.725B revenue 2025. $1.05B net income 2025. New CEO Nadav Zafrir (former commander Unit 8200) took over Dec 2024. Gil Shwed became Executive Chairman.
Checkmarx,checkmarx.com,,2006,500+,Cloud-Native AppSec Platform,Tel Aviv,Israel,Cloud Security,"Maty Siman, Emmanuel Benzaquen",8200,IDF Unit 8200 cybersecurity veterans — application security focus,,,"Fortune 500, global banks, healthcare — 1,800+ enterprise customers",98.5,,Yes,Hellman & Friedman,,,,98.5,,,,Startup Nation Finder,Acquired by Hellman & Friedman for $1.15B in 2020. SAST/DAST application security pioneer. Now part of Checkmarx.
Cider Security,cidersecurity.io,,2020,11-50,AppSec Operating System Security Platform,Tel Aviv,Israel,Application Security,,Unknown,,,,,38.0,,Yes,,,,,38.0,,,,Startup Nation Finder,Stage: Acquired. Business Model: B2B.
Clarity,www.getclarity.ai,https://my.pitchbook.com/profile/521964-82/company/profile,2022,37,Cloud visibility and security posture platform for enterprise cloud environments,"Dubnov Street 10, Tel Aviv 6473209, Israel",Israel,Cloud Security,Michael Matias,Unknown,,,,,19.00,,No,,,Seed,May 2024,16.00,Walden Catalyst,"Ascend Venture Capital, Bessemer Venture Partners, Community Access Fund, Cyverse Capital, Flying Fish Partners, Fusion VC, Izaki Ventures, Kmehin Ventures",,PitchBook (cyber_deals export),Primary Industry: Network Management Software. Business/Productivity Software
